Date,Region,ProductCategory,Price,UnitsSold,MarketingSpend,CustomerSatisfaction,Sales,ProfitMargin,Profit
2024-01-08,North America,Accessories,25.33,141,2907.28,4.64,3584.84,0.33,1183.0
2024-01-08,South America,Office Supplies,23.93,179,3160.42,4.52,4886.79,0.1,488.68
2024-01-09,Asia,Electronics,208.66,53,8223.07,2.84,11559.46,0.1,1155.95
2024-01-10,South America,Furniture,324.47,19,6817.57,3.34,6763.23,0.26,1758.44
2024-01-11,Europe,Home Decor,106.54,30,4738.5,4.5,3356.55,0.2,671.31
2024-01-12,Africa,Clothing,41.14,84,5210.55,3.97,3620.36,0.31,1122.31
2024-01-14,Asia,Home Decor,93.13,23,3437.21,3.68,2371.14,0.18,426.81
2024-01-15,Africa,Home Decor,103.8,23,4556.42,3.89,2444.26,0.17,415.52
2024-01-15,Europe,Accessories,30.28,133,2821.04,4.27,3871.59,0.31,1200.19
2024-01-19,Africa,Accessories,35.64,123,2686.17,4.22,4434.34,0.42,1862.42
2024-01-20,Asia,Clothing,45.13,88,6663.0,4.39,4130.48,0.28,1156.53
2024-01-20,South America,Accessories,29.05,132,2731.59,4.02,3917.02,0.25,979.25
2024-01-21,South America,Electronics,207.56,34,10892.06,3.52,6863.3,0.2,1372.66
2024-01-21,South America,Electronics,173.73,43,10847.37,4.02,7804.58,0.14,1092.64
2024-01-21,South America,Office Supplies,22.32,172,1785.57,4.24,3834.81,0.1,383.48
2024-01-22,Europe,Office Supplies,25.01,177,2610.94,4.47,4421.26,0.11,486.34
2024-01-23,Africa,Office Supplies,27.71,171,2171.98,4.46,5032.66,0.1,503.27
2024-01-23,Europe,Home Decor,95.88,33,3588.73,4.18,3035.35,0.21,637.42
2024-01-25,North America,Home Decor,106.58,35,4727.7,4.33,3551.91,0.22,781.42
2024-01-27,Europe,Furniture,301.42,14,7587.22,4.01,4618.29,0.18,831.29
2024-01-27,Asia,Clothing,42.42,99,3991.58,4.35,4434.92,0.24,1064.38
2024-01-28,Asia,Office Supplies,28.14,172,3112.63,4.52,5166.22,0.12,619.95
2024-01-28,North America,Accessories,27.1,120,2787.27,3.85,3260.59,0.35,1141.21
2024-01-28,South America,Office Supplies,25.86,159,2388.28,4.43,3891.93,0.12,467.03
2024-01-28,Europe,Clothing,48.48,76,5944.01,4.2,3932.82,0.28,1101.19
2024-01-29,South America,Accessories,26.27,150,2638.56,4.13,4374.38,0.32,1399.8
2024-01-31,South America,Electronics,206.98,45,7332.7,3.57,9026.01,0.19,1714.94
2024-01-31,Asia,Furniture,364.93,19,10866.02,4.17,7345.2,0.2,1469.04
2024-02-01,North America,Electronics,214.93,46,8530.59,3.78,9717.48,0.11,1068.92
2024-02-01,South America,Electronics,192.87,54,10057.85,4.13,9628.14,0.16,1540.5
2024-02-02,Asia,Furniture,373.73,17,5113.65,3.8,6478.25,0.15,971.74
2024-02-02,North America,Office Supplies,29.57,158,2000.4,4.58,4869.19,0.08,389.54
2024-02-02,Africa,Electronics,154.56,51,9900.81,3.7,7540.16,0.15,1131.02
2024-02-04,Asia,Home Decor,106.56,34,3682.53,4.61,4063.38,0.15,609.51
2024-02-05,Asia,Clothing,47.1,86,3602.5,4.44,4102.69,0.37,1518.0
2024-02-05,South America,Furniture,272.86,18,7128.76,4.17,5302.46,0.25,1325.62
2024-02-06,Africa,Office Supplies,21.09,212,2565.45,4.64,4712.95,0.14,659.81
2024-02-07,South America,Office Supplies,24.39,159,2036.22,4.49,4030.55,0.13,523.97
2024-02-07,North America,Furniture,346.4,15,7590.06,3.98,5326.41,0.25,1331.6
2024-02-08,Africa,Accessories,28.23,147,2771.06,4.48,4295.45,0.42,1804.09
2024-02-11,South America,Office Supplies,24.93,168,2500.87,4.68,4359.14,0.07,305.14
2024-02-11,Africa,Accessories,30.46,136,3603.39,4.35,4244.99,0.34,1443.3
2024-02-12,Asia,Accessories,31.71,122,2032.79,4.61,3914.6,0.32,1252.67
2024-02-15,Africa,Home Decor,113.27,31,2743.98,3.8,3641.07,0.25,910.27
2024-02-17,Africa,Electronics,200.38,47,9031.55,4.41,9406.79,0.18,1693.22
2024-02-18,Africa,Accessories,30.48,125,3027.37,4.26,4064.08,0.37,1503.71
2024-02-19,Africa,Office Supplies,23.21,163,2568.74,4.43,3641.54,0.11,400.57
2024-02-19,Europe,Accessories,31.15,152,3994.29,3.98,4698.55,0.3,1409.57
2024-02-20,Asia,Office Supplies,26.14,165,2427.8,4.56,4779.49,0.1,477.95
2024-02-21,Asia,Furniture,385.7,21,7715.74,3.81,7699.46,0.19,1462.9
2024-02-22,Asia,Office Supplies,26.14,186,2010.58,4.49,4754.17,0.13,618.04
2024-02-23,Africa,Clothing,49.95,78,4158.67,4.13,3932.62,0.31,1219.11
2024-02-24,North America,Clothing,51.09,86,4456.41,4.43,4290.43,0.35,1501.65
2024-02-24,South America,Electronics,218.81,36,10511.28,3.96,8227.73,0.18,1480.99
2024-02-26,Europe,Furniture,369.3,14,7308.73,3.59,5325.95,0.2,1065.19
2024-02-26,Africa,Clothing,50.95,80,4817.93,4.58,3783.78,0.38,1437.84
2024-03-02,Asia,Clothing,63.16,85,4157.2,4.31,5747.42,0.36,2069.07
2024-03-03,Asia,Home Decor,94.84,34,3879.63,3.82,3715.23,0.24,891.66
2024-03-07,Africa,Home Decor,111.18,27,5113.73,4.34,3024.43,0.22,665.37
2024-03-10,North America,Clothing,51.05,90,3933.87,4.3,4413.8,0.31,1368.28
2024-03-11,Asia,Accessories,30.75,134,2853.89,3.88,4684.88,0.34,1592.86
2024-03-13,Africa,Office Supplies,25.53,173,2099.47,4.18,4406.48,0.06,264.39
2024-03-14,North America,Home Decor,95.06,37,3996.59,3.73,3311.08,0.23,761.55
2024-03-17,Asia,Home Decor,112.22,34,5458.79,4.34,3815.27,0.25,953.82
2024-03-17,Europe,Clothing,53.99,86,4852.19,3.3,5094.9,0.24,1222.78
2024-03-19,North America,Accessories,28.49,133,2208.56,3.94,3859.22,0.44,1698.06
2024-03-20,Europe,Furniture,373.49,16,6701.19,2.75,6639.27,0.23,1527.03
2024-03-22,South America,Clothing,56.65,94,4982.04,4.43,5256.75,0.27,1419.32
2024-03-28,South America,Clothing,42.57,97,5724.6,4.51,4161.37,0.22,915.5
2024-03-28,North America,Electronics,211.11,47,9648.97,4.22,11324.58,0.11,1245.7
2024-03-28,Asia,Clothing,51.7,96,4431.98,3.91,5172.79,0.26,1344.93
2024-03-30,Europe,Office Supplies,27.44,145,2749.09,4.27,3964.01,0.11,436.04
2024-03-30,North America,Accessories,25.21,129,2932.16,4.06,3341.79,0.44,1470.39
2024-03-31,Africa,Clothing,46.45,97,6076.39,3.64,4341.08,0.23,998.45
2024-03-31,North America,Home Decor,97.67,37,4739.53,3.67,3554.51,0.23,817.54
2024-04-01,Asia,Furniture,417.77,19,10551.93,3.86,8130.64,0.27,2195.27
2024-04-03,North America,Office Supplies,23.5,154,2414.01,4.57,3780.25,0.08,302.42
2024-04-04,North America,Accessories,28.42,148,3490.1,4.61,3903.74,0.37,1444.38
2024-04-04,Asia,Office Supplies,20.45,159,2704.42,4.5,3588.45,0.14,502.38
2024-04-05,Africa,Furniture,356.09,13,8372.95,4.13,5269.28,0.21,1106.55
2024-04-06,Africa,Office Supplies,26.98,167,1830.42,4.42,4987.44,0.08,399.0
2024-04-06,Europe,Home Decor,108.54,43,3886.33,4.47,4867.52,0.2,973.5
2024-04-08,Europe,Accessories,28.25,162,3806.09,4.41,4409.24,0.44,1940.07
2024-04-11,Europe,Home Decor,104.93,37,4692.76,3.55,3750.93,0.15,562.64
2024-04-13,South America,Accessories,27.73,139,2232.12,4.29,4084.9,0.27,1102.92
2024-04-14,Europe,Home Decor,97.42,33,4668.98,3.62,3294.03,0.16,527.04
2024-04-15,South America,Home Decor,107.94,37,4313.19,4.05,4254.41,0.25,1063.6
2024-04-16,North America,Office Supplies,28.72,167,1350.82,4.36,4597.96,0.15,689.69
2024-04-16,North America,Clothing,44.03,89,4776.83,4.05,4019.48,0.22,884.29
2024-04-17,South America,Office Supplies,24.35,148,2620.32,4.42,4006.68,0.06,240.4
2024-04-17,South America,Clothing,55.8,85,6533.16,4.25,4759.6,0.35,1665.86
2024-04-17,Asia,Office Supplies,25.81,155,2811.97,4.53,3812.07,0.1,381.21
2024-04-18,Europe,Furniture,344.12,20,6571.57,4.55,6833.73,0.19,1298.41
2024-04-18,Africa,Office Supplies,27.48,146,2243.72,4.79,4357.13,0.09,392.14
2024-04-19,North America,Office Supplies,27.03,189,2890.06,4.89,5729.71,0.13,744.86
2024-04-19,North America,Accessories,33.21,129,3209.73,4.71,4483.73,0.42,1883.17
2024-04-20,South America,Home Decor,87.62,35,4349.39,4.01,2831.21,0.23,651.18
2024-04-21,South America,Electronics,191.89,53,8049.24,4.02,10382.7,0.15,1557.4
2024-04-21,Europe,Clothing,48.85,88,5341.91,4.18,4679.18,0.39,1824.88
2024-04-21,Asia,Office Supplies,24.41,172,2689.04,4.33,4203.27,0.12,504.39
2024-04-25,North America,Home Decor,93.72,46,5005.35,3.98,4529.31,0.22,996.45
2024-04-28,North America,Electronics,190.61,47,9097.67,4.25,9855.21,0.19,1872.49
2024-04-29,Asia,Electronics,216.63,38,9316.82,4.51,8241.56,0.15,1236.23
2024-04-29,Africa,Office Supplies,29.22,163,2303.73,4.42,4128.19,0.14,577.95
2024-05-02,Africa,Accessories,27.54,130,3597.81,4.61,3604.75,0.38,1369.81
2024-05-03,Europe,Electronics,196.51,51,8065.33,4.21,9840.84,0.14,1377.72
2024-05-04,North America,Home Decor,88.61,35,5336.79,4.41,3269.8,0.16,523.17
2024-05-04,Asia,Electronics,214.65,38,13324.02,3.99,8405.87,0.17,1429.0
2024-05-06,Europe,Electronics,183.5,44,11642.91,3.86,7975.2,0.13,1036.78
2024-05-06,Europe,Electronics,211.12,41,8775.89,3.67,9590.76,0.2,1918.15
2024-05-07,South America,Furniture,337.34,15,11133.85,3.24,5116.56,0.22,1125.64
2024-05-07,North America,Electronics,156.52,41,15768.46,4.41,7171.71,0.13,932.32
2024-05-10,North America,Home Decor,98.88,36,4796.57,3.6,3769.69,0.2,753.94
2024-05-11,Europe,Furniture,339.43,24,8517.92,3.92,8628.18,0.17,1466.79
2024-05-11,North America,Furniture,311.64,12,8943.65,4.74,3996.56,0.29,1159.0
2024-05-11,Africa,Home Decor,108.27,30,3422.87,3.67,3322.81,0.16,531.65
2024-05-13,Africa,Electronics,211.3,57,10090.82,4.26,12721.94,0.19,2417.17
2024-05-13,South America,Home Decor,88.06,40,4226.44,3.81,3616.2,0.19,687.08
2024-05-14,Europe,Electronics,185.02,47,12337.69,4.27,8520.17,0.19,1618.83
2024-05-15,Europe,Home Decor,93.21,30,4884.01,4.18,3120.68,0.24,748.96
2024-05-17,Asia,Furniture,346.93,20,7063.64,3.36,6939.61,0.29,2012.49
2024-05-17,Europe,Clothing,47.29,74,3752.8,4.03,3650.61,0.36,1314.22
2024-05-18,North America,Home Decor,93.03,36,3499.2,4.19,3233.36,0.23,743.67
2024-05-19,Europe,Electronics,208.98,45,10499.27,4.26,9422.13,0.11,1036.43
2024-05-20,Africa,Electronics,234.6,48,5333.3,3.51,12443.56,0.16,1990.97
2024-05-20,Europe,Furniture,423.19,13,8607.36,3.97,5167.18,0.23,1188.45
2024-05-20,South America,Home Decor,95.27,36,4912.25,3.74,3569.15,0.21,749.52
2024-05-23,South America,Electronics,218.64,53,11335.32,4.08,12885.69,0.13,1675.14
2024-05-24,Africa,Electronics,197.88,43,8321.36,3.96,8633.98,0.1,863.4
2024-05-24,South America,Home Decor,116.33,29,4107.23,3.21,3484.53,0.15,522.68
2024-05-25,Africa,Furniture,369.08,16,8810.57,3.23,6284.54,0.16,1005.53
2024-05-25,Europe,Clothing,50.39,84,4952.89,4.84,4537.32,0.25,1134.33
2024-05-25,North America,Clothing,51.49,89,5312.56,3.84,4902.19,0.35,1715.77
2024-05-25,Africa,Office Supplies,28.57,181,2376.34,4.5,5293.44,0.07,370.54
2024-05-26,Asia,Accessories,28.34,141,2037.75,4.67,3860.66,0.41,1582.87
2024-05-26,South America,Accessories,28.19,134,2806.8,3.39,3826.67,0.27,1033.2
2024-05-27,Europe,Electronics,180.42,53,9642.29,3.95,9785.65,0.15,1467.85
2024-05-30,Europe,Office Supplies,25.07,172,3068.9,4.56,4224.42,0.09,380.2
2024-05-30,North America,Clothing,45.39,78,5701.5,4.67,3581.12,0.27,966.9
2024-05-31,Asia,Clothing,49.15,93,5416.97,4.17,4689.46,0.23,1078.58
2024-06-01,Europe,Clothing,43.36,75,3095.26,4.66,3306.95,0.3,992.08
2024-06-02,Asia,Accessories,25.38,126,3669.71,4.26,3468.96,0.45,1561.03
2024-06-04,North America,Electronics,192.32,43,8012.64,4.2,7654.33,0.13,995.06
2024-06-05,Europe,Home Decor,113.97,33,4259.65,4.31,3920.08,0.15,588.01
2024-06-08,Europe,Home Decor,78.34,35,3811.9,4.1,2792.53,0.25,698.13
2024-06-08,Africa,Furniture,322.62,17,5247.02,4.83,6180.97,0.21,1298.0
2024-06-08,North America,Office Supplies,30.59,173,2110.44,4.37,5255.28,0.05,262.76
2024-06-21,South America,Clothing,54.42,83,4533.37,3.97,4353.14,0.31,1349.47
2024-06-24,Europe,Clothing,48.81,93,6642.02,4.25,4469.99,0.38,1698.6
2024-06-28,Africa,Electronics,178.49,35,8936.22,4.69,6588.16,0.16,1054.11
2024-06-30,North America,Clothing,55.87,84,5793.61,4.37,5031.36,0.26,1308.15
2024-06-30,Europe,Furniture,384.17,15,5253.53,3.25,6139.42,0.19,1166.49
2024-07-01,Africa,Furniture,346.27,16,7433.36,4.17,5712.73,0.27,1542.44
2024-07-04,Asia,Office Supplies,24.95,179,1764.46,4.7,4517.07,0.09,406.54
2024-07-04,Africa,Electronics,171.81,43,11792.57,3.91,7821.23,0.11,860.34
2024-07-07,Asia,Office Supplies,25.07,179,2954.48,4.53,4366.41,0.14,611.3
2024-07-09,North America,Furniture,303.73,15,6405.73,4.13,4154.7,0.19,789.39
2024-07-09,South America,Clothing,51.39,79,5108.0,3.82,4183.92,0.37,1548.05
2024-07-09,South America,Office Supplies,25.59,180,2173.56,4.37,4655.34,0.07,325.87
2024-07-10,Africa,Home Decor,96.4,37,4531.51,4.43,3374.13,0.23,776.05
2024-07-13,North America,Electronics,221.71,36,4901.15,3.9,8204.11,0.15,1230.62
2024-07-14,Africa,Home Decor,102.73,30,6003.04,4.31,3204.89,0.17,544.83
2024-07-15,Africa,Electronics,197.84,45,6894.97,4.44,8545.27,0.19,1623.6
2024-07-16,North America,Clothing,43.86,97,3485.08,4.18,4398.76,0.34,1495.58
2024-07-16,North America,Electronics,176.19,41,11436.55,4.52,7200.32,0.13,936.04
2024-07-17,Europe,Furniture,324.94,16,7735.99,4.04,5519.7,0.27,1490.32
2024-07-17,South America,Electronics,222.53,43,12225.74,4.07,9581.9,0.15,1437.28
2024-07-17,Europe,Clothing,46.09,87,4817.01,4.34,3848.28,0.38,1462.35
2024-07-18,South America,Furniture,374.93,22,6042.88,3.96,9173.64,0.15,1376.05
2024-07-18,Europe,Office Supplies,23.26,158,3373.69,4.55,3662.32,0.08,292.99
2024-07-19,South America,Accessories,30.43,139,2773.85,4.61,4596.71,0.39,1792.72
2024-07-19,Asia,Accessories,29.23,120,3971.44,4.81,3670.98,0.38,1394.97
2024-07-19,Europe,Electronics,210.08,49,8351.35,3.69,10068.69,0.16,1610.99
2024-07-20,North America,Electronics,167.78,48,7880.1,4.33,7609.19,0.2,1521.84
2024-07-22,Europe,Home Decor,101.72,25,4324.58,4.01,2951.43,0.18,531.26
2024-07-23,South America,Clothing,49.45,100,5201.54,3.94,5261.66,0.22,1157.57
2024-07-23,Asia,Furniture,380.37,16,6479.78,4.21,6750.28,0.17,1147.55
2024-07-25,Africa,Furniture,349.31,22,10664.49,4.31,8612.93,0.19,1636.46
2024-07-25,Asia,Office Supplies,26.97,186,2708.6,4.62,5357.61,0.13,696.49
2024-07-27,Europe,Furniture,360.58,16,6913.11,3.65,6540.78,0.27,1766.01
2024-07-27,Europe,Furniture,370.59,16,5280.8,4.14,5826.21,0.18,1048.72
2024-07-28,North America,Furniture,319.85,11,6462.82,3.47,3453.75,0.15,518.06
2024-07-28,Europe,Furniture,347.79,19,7745.65,2.88,6503.38,0.28,1820.95
2024-07-30,North America,Office Supplies,23.92,162,2468.82,4.41,4017.18,0.13,522.23
2024-07-31,South America,Accessories,29.99,153,2433.68,3.82,4601.36,0.45,2070.61
2024-08-02,Asia,Office Supplies,28.96,165,2783.11,4.63,5010.31,0.13,651.34
2024-08-03,Europe,Furniture,396.44,11,7672.61,3.99,4635.24,0.23,1066.11
2024-08-09,South America,Clothing,51.05,95,5736.08,4.57,5113.25,0.22,1124.91
2024-08-10,South America,Home Decor,82.62,39,3545.53,4.59,3585.2,0.17,609.48
2024-08-15,Asia,Home Decor,105.13,34,4135.14,3.82,3660.78,0.16,585.72
2024-08-18,Africa,Furniture,385.49,22,7219.92,2.94,8854.67,0.23,2036.57
2024-08-23,North America,Accessories,35.32,140,3884.43,4.28,4704.32,0.27,1270.17
2024-08-23,Asia,Clothing,50.97,100,5442.72,4.54,5516.92,0.29,1599.91
2024-08-24,Asia,Office Supplies,26.14,153,2787.84,4.79,4222.56,0.14,591.16
2024-08-26,Asia,Office Supplies,27.13,196,3044.35,4.33,5114.04,0.09,460.26
2024-08-27,Europe,Clothing,46.53,90,5216.3,3.98,4689.02,0.33,1547.38
2024-08-29,Europe,Clothing,56.3,95,4588.09,3.98,5501.44,0.37,2035.53
2024-08-29,Africa,Electronics,217.14,44,12423.34,4.56,9967.17,0.18,1794.09
2024-08-30,Africa,Electronics,202.22,41,9524.2,4.66,9009.98,0.11,991.1
2024-08-30,Europe,Furniture,315.45,18,4477.33,3.6,6138.17,0.29,1780.07
2024-08-31,Asia,Electronics,172.47,47,12098.25,4.24,8968.23,0.19,1703.96
2024-08-31,Europe,Accessories,32.35,144,2890.3,4.44,4767.77,0.38,1811.75
2024-09-01,Asia,Electronics,189.2,47,6500.02,3.54,8932.88,0.18,1607.92
2024-09-02,Asia,Electronics,221.06,37,8743.33,3.7,8340.26,0.15,1251.04
2024-09-03,Africa,Office Supplies,26.21,191,2007.89,4.66,4767.76,0.09,429.1
2024-09-03,Africa,Accessories,31.39,146,3012.7,4.46,4544.53,0.36,1636.03
2024-09-04,Europe,Furniture,286.8,22,8617.85,4.47,6294.19,0.26,1636.49
2024-09-04,Africa,Electronics,205.18,43,11711.47,4.42,8053.99,0.12,966.48
2024-09-04,Asia,Home Decor,87.5,27,4201.85,4.06,2478.6,0.19,470.93
2024-09-04,South America,Furniture,318.64,18,9574.28,3.67,6010.88,0.17,1021.85
2024-09-06,Europe,Clothing,44.89,96,4797.32,4.43,4508.55,0.2,901.71
2024-09-08,Europe,Accessories,34.99,139,3322.3,4.47,5014.16,0.33,1654.67
2024-09-11,Africa,Electronics,187.53,49,7428.39,3.45,9377.17,0.12,1125.26
2024-09-11,Africa,Home Decor,87.06,35,4280.01,3.29,3152.76,0.2,630.55
2024-09-15,Asia,Office Supplies,25.28,173,1708.18,4.61,4303.69,0.13,559.48
2024-09-16,North America,Electronics,186.45,48,9362.75,4.47,9200.33,0.19,1748.06
2024-09-16,Africa,Office Supplies,30.43,177,2331.55,4.39,5773.15,0.08,461.85
2024-09-17,Europe,Office Supplies,25.19,161,3592.89,4.36,4338.19,0.06,260.29
2024-09-17,South America,Office Supplies,23.71,169,2152.76,4.67,4152.98,0.14,581.42
2024-09-19,Africa,Office Supplies,28.6,174,2769.42,4.41,5145.96,0.08,411.68
2024-09-19,Asia,Furniture,319.94,26,11023.99,3.62,8159.96,0.2,1631.99
2024-09-24,North America,Home Decor,108.52,35,4715.62,4.27,4101.07,0.2,820.21
2024-09-25,Europe,Home Decor,110.52,32,3239.31,4.81,3951.98,0.23,908.96
2024-09-25,South America,Home Decor,113.01,32,3012.98,4.15,3571.11,0.21,749.93
2024-09-25,Asia,Clothing,52.4,90,7063.25,3.9,5172.5,0.37,1913.83
2024-09-27,South America,Office Supplies,25.3,164,2199.17,4.54,4378.8,0.07,306.52
2024-09-29,Europe,Home Decor,87.95,36,4745.07,3.56,3238.18,0.23,744.78
2024-09-29,Africa,Furniture,353.88,18,9710.85,3.63,6579.86,0.15,986.98
2024-09-30,Africa,Furniture,376.13,9,8358.2,3.1,3448.05,0.2,689.61
2024-10-01,North America,Furniture,313.69,18,5624.18,3.98,5736.39,0.24,1376.73
2024-10-01,South America,Home Decor,96.81,30,5277.7,4.31,3184.11,0.16,509.46
2024-10-01,Europe,Clothing,54.55,88,5161.17,3.94,4907.9,0.36,1766.84
2024-10-02,Africa,Home Decor,108.41,26,4635.79,4.59,2887.96,0.18,519.83
2024-10-02,North America,Furniture,347.67,20,8067.76,3.48,7291.61,0.19,1385.41
2024-10-03,Africa,Clothing,44.1,97,4684.9,3.77,4004.94,0.34,1361.68
2024-10-04,North America,Accessories,33.68,133,3095.85,3.75,4463.35,0.27,1205.1
2024-10-07,Europe,Office Supplies,20.85,187,2087.86,4.52,3773.53,0.08,301.88
2024-10-08,Europe,Clothing,50.13,106,5631.22,4.16,5130.71,0.34,1744.44
2024-10-09,North America,Office Supplies,26.14,161,2563.77,4.37,4777.24,0.13,621.04
2024-10-09,North America,Home Decor,101.51,34,5044.5,4.75,3762.85,0.24,903.08
2024-10-10,Asia,Furniture,358.65,16,8505.37,3.75,6248.1,0.22,1374.58
2024-10-13,Asia,Office Supplies,26.22,165,2701.1,4.7,4671.9,0.12,560.63
2024-10-14,Europe,Furniture,382.56,13,6555.1,2.92,5294.58,0.22,1164.81
2024-10-15,Europe,Accessories,34.58,157,3281.25,4.19,5573.28,0.42,2340.78
2024-10-16,Asia,Office Supplies,25.57,171,2330.71,4.47,4562.27,0.09,410.6
2024-10-17,North America,Accessories,37.45,142,3133.85,4.62,5452.71,0.29,1581.29
2024-10-17,Europe,Clothing,44.63,93,4036.31,3.9,4592.42,0.31,1423.65
2024-10-18,North America,Electronics,171.18,41,11075.03,3.16,7221.41,0.18,1299.85
2024-10-18,Asia,Clothing,51.71,101,4587.62,4.14,5194.46,0.28,1454.45
2024-10-19,Europe,Home Decor,89.66,34,5618.34,4.11,3030.8,0.17,515.24
2024-10-20,North America,Office Supplies,19.04,161,1732.49,4.3,3193.24,0.15,478.99
2024-10-20,North America,Office Supplies,28.32,154,3166.74,4.9,3908.66,0.11,429.95
2024-10-20,South America,Furniture,312.43,17,7075.22,3.4,5387.87,0.15,808.18
2024-10-20,Asia,Accessories,29.88,134,1418.42,4.33,3844.11,0.41,1576.09
2024-10-21,Africa,Electronics,143.88,39,8643.39,3.39,5883.82,0.17,1000.25
2024-10-23,Europe,Clothing,49.28,85,4625.2,4.51,4637.43,0.21,973.86
2024-10-24,Africa,Accessories,26.49,146,2998.79,4.26,3792.47,0.37,1403.21
2024-10-24,Asia,Clothing,51.41,87,5361.22,3.95,5031.82,0.31,1559.86
2024-10-25,Africa,Furniture,269.96,20,9099.94,3.24,6001.85,0.19,1140.35
2024-10-25,South America,Electronics,222.0,43,13212.53,4.1,9261.01,0.15,1389.15
2024-10-25,Africa,Electronics,172.85,49,8370.99,3.92,8838.61,0.17,1502.56
2024-10-25,Asia,Clothing,60.55,87,4750.03,4.77,5303.79,0.21,1113.8
2024-10-26,Europe,Accessories,26.32,136,3819.88,4.17,3710.0,0.25,927.5
2024-10-31,North America,Home Decor,110.5,32,4343.14,4.48,3436.82,0.17,584.26
2024-10-31,South America,Home Decor,107.75,47,3679.85,4.11,4933.1,0.22,1085.28
2024-11-02,Africa,Accessories,33.56,145,3369.47,4.41,5588.01,0.43,2402.84
2024-11-02,Europe,Clothing,55.45,96,6671.58,4.14,5197.17,0.38,1974.92
2024-11-03,Asia,Office Supplies,21.51,160,2961.92,4.35,3607.46,0.12,432.9
2024-11-05,South America,Clothing,45.69,83,4482.41,4.44,3995.32,0.34,1358.41
2024-11-05,Africa,Furniture,323.32,22,7394.84,2.41,7522.62,0.3,2256.79
2024-11-06,Africa,Home Decor,132.55,28,4330.1,3.42,3912.79,0.17,665.17
2024-11-07,North America,Furniture,361.96,16,7883.44,4.54,6291.9,0.22,1384.22
2024-11-11,Europe,Furniture,315.91,23,8875.43,3.87,7398.06,0.22,1627.57
2024-11-12,Asia,Accessories,32.24,133,2619.91,4.01,4872.98,0.38,1851.73
2024-11-12,Europe,Office Supplies,24.32,166,2219.73,4.41,3814.83,0.06,228.89
2024-11-12,South America,Home Decor,99.33,42,4748.83,4.49,4157.15,0.16,665.14
2024-11-12,North America,Accessories,33.01,141,3244.26,4.06,4810.43,0.39,1876.07
2024-11-14,South America,Office Supplies,24.23,168,2500.36,4.58,4275.87,0.09,384.83
2024-11-14,Asia,Office Supplies,27.04,167,2845.86,4.53,4776.92,0.15,716.54
2024-11-14,Europe,Office Supplies,21.23,183,3012.25,4.43,4062.21,0.08,324.98
2024-11-15,Europe,Electronics,195.63,38,10277.29,3.3,7452.17,0.11,819.74
2024-11-16,Asia,Clothing,43.94,93,3730.9,4.13,4029.4,0.23,926.76
2024-11-17,Africa,Accessories,25.39,151,2316.18,4.79,3705.72,0.27,1000.54
2024-11-18,South America,Furniture,319.3,15,7332.33,3.68,4775.39,0.16,764.06
2024-11-19,Asia,Accessories,34.09,129,3721.23,4.34,4279.62,0.3,1283.89
2024-11-20,Asia,Office Supplies,24.96,153,2346.05,4.54,4044.87,0.14,566.28
2024-11-21,South America,Home Decor,103.3,38,3787.39,3.25,3823.91,0.24,917.74
2024-11-21,Africa,Office Supplies,25.61,157,2722.37,4.37,4059.2,0.09,365.33
2024-11-22,Europe,Electronics,252.5,47,5310.06,4.59,12038.35,0.12,1444.6
2024-11-22,South America,Office Supplies,28.58,150,1783.88,4.42,4159.86,0.13,540.78
2024-11-23,Europe,Furniture,301.6,19,6640.41,4.07,6196.78,0.17,1053.45
2024-11-25,South America,Electronics,219.26,36,11140.68,3.9,7979.64,0.14,1117.15
2024-11-27,Africa,Electronics,211.18,35,10222.37,3.71,8625.31,0.12,1035.04
2024-11-28,South America,Accessories,32.36,125,2968.88,4.0,4242.29,0.37,1569.65
2024-11-29,North America,Accessories,31.18,141,3432.41,4.21,4693.7,0.45,2112.16
2024-11-29,Europe,Furniture,328.52,14,5706.36,3.66,4312.18,0.27,1164.29
2024-11-29,Africa,Furniture,323.39,18,9630.1,3.29,6069.73,0.25,1517.43
2024-11-30,Asia,Accessories,30.07,140,2856.0,4.32,4424.08,0.36,1592.67
2024-11-30,Africa,Furniture,322.56,16,7538.92,2.77,5352.79,0.27,1445.25
2024-12-01,Africa,Clothing,42.81,101,6212.78,3.7,4313.65,0.25,1078.41
2024-12-02,South America,Office Supplies,28.8,165,3120.7,4.17,4595.83,0.06,275.75
2024-12-03,North America,Home Decor,86.88,43,3929.14,4.36,3967.16,0.24,952.12
2024-12-04,Asia,Furniture,402.7,12,7292.55,4.36,5169.57,0.27,1395.78
2024-12-06,Asia,Accessories,30.39,147,3348.06,4.17,4553.73,0.32,1457.19
2024-12-10,South America,Clothing,42.9,86,6759.7,4.39,4053.84,0.28,1135.08
2024-12-10,Asia,Clothing,44.03,100,5537.36,4.05,4619.98,0.33,1524.59
2024-12-11,Asia,Clothing,48.27,103,4697.7,4.16,5332.36,0.26,1386.41
2024-12-18,North America,Clothing,40.72,106,3725.01,4.33,4359.89,0.3,1307.97
2024-12-20,Africa,Electronics,216.18,41,9944.34,4.53,8467.17,0.15,1270.08
2024-12-20,Africa,Electronics,185.13,50,10806.38,4.11,8859.89,0.15,1328.98
2024-12-25,North America,Furniture,324.34,12,6652.0,3.69,4266.68,0.25,1066.67
