shift_id,shift,units_per_hour,defect_rate,meets_sla
997,D,102.47,0.059,0
998,B,247.55,0.347,0
999,A,320.97,0.242,1
1000,D,28.84,0.208,0
1001,C,415.0,0.151,1
1002,B,411.45,0.302,1
1003,C,12.84,0.046,0
1004,D,63.41,0.331,0
1005,A,358.54,0.342,1
1006,B,95.31,0.425,0
1007,B,329.24,0.077,1
1008,A,381.96,0.395,1
1009,A,174.31,0.191,0
1010,D,395.05,0.327,1
1011,C,60.37,0.423,0
1012,B,327.43,0.429,1
1013,B,494.63,0.05,1
1014,C,98.8,0.404,0
1015,C,458.25,0.113,1
1016,D,330.21,0.201,1
1017,A,206.57,0.453,0
1018,A,422.4,0.225,1
1019,A,483.92,0.367,1
1020,C,46.95,0.392,0
1021,B,28.19,0.167,0
1022,A,344.08,0.373,1
1023,C,391.84,0.416,1
1024,C,391.0,0.307,1
1025,B,378.15,0.411,1
1026,D,311.28,0.239,1
1027,A,27.16,0.344,0
1028,A,432.47,0.178,1
1029,C,104.92,0.002,0
1030,C,196.84,0.34,0
1031,C,337.21,0.114,1
1032,D,27.78,0.407,0
1033,A,81.89,0.074,0
1034,D,123.84,0.247,0
1035,C,492.07,0.258,1
1036,A,345.94,0.421,1
1037,A,270.03,0.489,0
1038,C,261.98,0.403,0
1039,C,107.16,0.237,0
1040,A,346.22,0.42,1
1041,D,48.67,0.235,0
1042,B,64.54,0.087,0
1043,A,392.2,0.374,1
1044,C,130.84,0.375,0
1045,A,436.78,0.138,1
1046,D,358.15,0.259,1
1047,D,142.04,0.124,0
1048,D,271.7,0.121,0
1049,A,268.92,0.131,0
1050,B,381.3,0.109,1
1051,C,206.96,0.307,0
1052,B,135.0,0.325,0
1053,C,249.86,0.302,0
1054,A,252.73,0.274,0
1055,C,314.87,0.156,1
1056,A,235.9,0.349,0
1057,D,30.01,0.43,0
1058,C,365.19,0.277,1
1059,A,354.04,0.358,1
1060,A,460.39,0.421,1
1061,C,88.2,0.04,0
1062,C,362.34,0.209,1
1063,A,487.6,0.143,1
1064,B,209.35,0.356,0
1065,D,86.03,0.304,0
1066,A,388.54,0.261,1
1067,A,19.01,0.202,0
1068,B,392.79,0.419,1
1069,A,110.14,0.473,0
1070,B,483.17,0.153,1
1071,A,317.08,0.484,1
1072,A,19.54,0.139,0
1073,D,119.87,0.397,0
1074,B,234.99,0.479,0
1075,D,112.76,0.312,0
1076,C,145.86,0.486,0
1077,D,17.75,0.172,0
1078,C,44.46,0.162,0
1079,B,60.28,0.085,0
1080,A,147.57,0.193,0
1081,B,341.02,0.417,1
1082,A,143.67,0.015,0
1083,C,59.57,0.074,0
1084,B,484.81,0.052,1
1085,A,445.91,0.197,1
1086,A,26.82,0.045,0
1087,D,288.31,0.466,1
1088,B,438.34,0.279,1
1089,B,469.77,0.389,1
1090,D,44.84,0.27,0
1091,D,290.11,0.02,1
1092,C,199.28,0.324,0
1093,C,37.52,0.07,0
1094,B,406.79,0.322,1
1095,B,437.15,0.051,1
1096,C,320.34,0.349,1
1097,D,65.66,0.381,0
1098,A,426.45,0.259,1
1099,D,11.83,0.215,0
1100,B,366.66,0.445,1
1101,C,79.42,0.322,0
1102,C,401.1,0.458,1
1103,C,254.47,0.069,0
1104,A,336.67,0.388,1
1105,C,360.91,0.42,1
1106,D,262.31,0.027,0
1107,D,289.05,0.059,1
1108,C,77.25,0.13,0
1109,A,296.88,0.091,1
1110,A,208.88,0.15,0
1111,B,343.14,0.455,1
1112,D,273.87,0.158,1
1113,B,221.6,0.097,0
1114,B,178.99,0.076,0
1115,B,382.5,0.137,1
1116,C,352.81,0.338,1
1117,D,109.1,0.413,0
1118,D,118.53,0.085,0
1119,A,254.39,0.2,0
1120,C,175.13,0.147,0
1121,A,81.05,0.395,0
1122,A,157.82,0.088,0
1123,D,455.34,0.011,1
1124,C,69.39,0.152,0
1125,A,120.23,0.13,0
1126,D,162.49,0.16,0
1127,B,48.06,0.416,0
1128,B,258.89,0.275,0
1129,C,467.9,0.039,1
1130,A,168.23,0.487,0
1131,C,406.94,0.382,1
1132,D,485.13,0.471,1
1133,A,50.13,0.235,0
1134,D,414.98,0.494,1
1135,A,62.15,0.099,0
1136,A,271.12,0.02,0
1137,D,162.66,0.043,0
1138,A,447.17,0.416,1
1139,C,253.55,0.166,0
1140,C,78.93,0.093,0
1141,D,328.43,0.099,1
1142,C,66.61,0.399,0
1143,D,254.53,0.059,0
1144,D,273.14,0.385,1
1145,A,34.28,0.418,0
1146,C,159.98,0.073,0
1147,D,66.29,0.072,0
1148,A,138.83,0.452,0
1149,B,96.42,0.096,0
1150,C,164.59,0.296,0
1151,D,293.89,0.184,1
1152,D,238.72,0.094,0
1153,C,237.11,0.064,0
1154,D,216.97,0.123,0
1155,A,155.03,0.226,0
1156,D,248.43,0.279,0
1157,C,130.34,0.103,0
1158,B,309.28,0.29,1
1159,A,184.24,0.034,0
1160,C,194.49,0.243,0
1161,A,335.23,0.06,1
1162,D,130.84,0.059,0
1163,C,235.04,0.165,0
1164,D,222.96,0.274,0
1165,B,12.39,0.403,0
1166,B,43.81,0.359,0
1167,C,448.41,0.215,1
1168,A,161.43,0.463,0
1169,D,439.73,0.458,1
1170,C,216.49,0.194,0
1171,D,67.76,0.147,0
1172,B,460.98,0.45,1
1173,D,353.25,0.151,1
1174,A,390.43,0.349,1
1175,A,223.32,0.222,0
1176,B,44.18,0.313,0
1177,A,319.24,0.182,1
1178,B,468.96,0.43,1
1179,D,67.66,0.401,0
1180,A,205.32,0.205,0
1181,C,477.8,0.471,1
1182,A,35.65,0.133,0
1183,D,191.06,0.452,0
1184,A,459.22,0.347,1
1185,B,153.68,0.4,0
1186,C,336.95,0.449,1
1187,C,133.91,0.243,0
1188,A,59.78,0.256,0
1189,D,25.54,0.124,0
1190,B,261.98,0.059,0
1191,B,318.08,0.016,1
1192,A,224.61,0.002,0
1193,A,294.39,0.292,1
1194,A,206.06,0.457,0
1195,D,108.61,0.231,0
1196,D,328.83,0.331,1
1197,A,241.71,0.101,0
1198,A,269.77,0.449,0
1199,C,461.49,0.082,1
1200,D,140.34,0.086,0
